index,Image_path,Insurance_company,Cost_of_vehicle,Min_coverage,Expiry_date,Max_coverage,Condition,Amount
4803,0222_0805.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4804,0222_0806.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4805,0222_0807.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4806,0222_0808.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4807,0222_0809.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4808,0222_0810.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4809,0222_0811.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4810,0222_0812.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4811,0222_0813.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4812,0222_0814.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4813,0222_0815.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4814,0222_0816.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4815,0222_0817.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4816,0222_0818.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4817,0222_0819.jpg,BB,38400.0,960.0,2025-06-02,33445.68,0,0.0
4818,0225_0820.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4819,0225_0821.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4820,0225_0822.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4821,0225_0823.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4822,0225_0824.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4823,0225_0825.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4824,0225_0826.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4825,0225_0827.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4826,0225_0828.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4827,0225_0829.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4828,0225_0830.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4829,0225_0831.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4830,0225_0832.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4831,0225_0833.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4832,0225_0834.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4833,0225_0835.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4834,0225_0836.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4835,0225_0837.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4836,0225_0838.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4837,0225_0839.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4838,0225_0840.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4839,0225_0841.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4840,0225_0842.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4841,0225_0843.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4842,0225_0844.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4843,0225_0845.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4844,0225_0846.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4845,0225_0847.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4846,0225_0848.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4847,0225_0849.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4848,0225_0850.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4849,0225_0851.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4850,0225_0852.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4851,0225_0853.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4852,0225_0854.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4853,0225_0855.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4854,0225_0856.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4855,0225_0857.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4856,0225_0858.jpg,BB,39400.0,985.0,2028-07-04,34315.68,0,0.0
4857,0228_0859.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4858,0228_0860.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4859,0228_0861.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4860,0228_0862.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4861,0228_0863.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4862,0228_0864.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4863,0228_0865.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4864,0228_0866.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4865,0228_0867.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4866,0228_0868.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4867,0228_0869.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4868,0228_0870.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4869,0228_0871.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4870,0228_0872.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4871,0228_0873.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4872,0228_0874.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4873,0228_0875.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4874,0228_0876.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4875,0228_0877.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4876,0228_0878.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4877,0228_0879.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4878,0228_0880.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4879,0228_0881.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4880,0228_0882.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4881,0228_0883.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4882,0228_0884.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4883,0228_0885.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4884,0228_0886.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4885,0228_0887.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4886,0228_0888.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4887,0228_0889.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4888,0228_0890.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4889,0228_0891.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4890,0228_0892.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4891,0228_0893.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4892,0228_0894.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4893,0228_0895.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4894,0228_0896.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4895,0228_0897.jpg,DA,35900.0,897.5,2024-09-16,31270.68,0,0.0
4896,0233_0898.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4897,0233_0899.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4898,0233_0900.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4899,0233_0901.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4900,0233_0902.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4901,0233_0903.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4902,0233_0904.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4903,0233_0905.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4904,0233_0906.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4905,0233_0907.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4906,0233_0908.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4907,0233_0909.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4908,0233_0910.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4909,0233_0911.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4910,0233_0912.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4911,0233_0913.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4912,0233_0914.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4913,0233_0915.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4914,0233_0916.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4915,0233_0917.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4916,0233_0918.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4917,0233_0919.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4918,0233_0920.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4919,0233_0921.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4920,0233_0922.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4921,0233_0923.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4922,0233_0924.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4923,0233_0925.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4924,0233_0926.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4925,0233_0927.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4926,0233_0928.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4927,0233_0929.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4928,0233_0930.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4929,0233_0931.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4930,0233_0932.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4931,0233_0933.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4932,0233_0934.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4933,0233_0935.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4934,0233_0936.jpg,BQ,43000.0,1075.0,2025-07-03,37447.68,0,0.0
4935,0244_0937.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4936,0244_0938.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4937,0244_0939.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4938,0244_0940.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4939,0244_0941.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4940,0244_0942.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4941,0244_0943.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4942,0244_0944.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4943,0244_0945.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4944,0244_0946.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4945,0244_0947.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4946,0244_0948.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4947,0244_0949.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4948,0244_0950.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4949,0244_0951.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4950,0244_0952.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4951,0244_0953.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4952,0244_0954.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4953,0244_0955.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4954,0244_0956.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4955,0244_0957.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4956,0244_0958.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4957,0244_0959.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4958,0244_0960.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4959,0244_0961.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4960,0244_0962.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4961,0244_0963.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4962,0244_0964.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4963,0244_0965.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4964,0244_0966.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4965,0244_0967.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4966,0244_0968.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4967,0244_0969.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4968,0244_0970.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4969,0244_0971.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4970,0244_0972.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4971,0244_0973.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4972,0244_0974.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4973,0244_0975.jpg,C,51100.0,1277.5,2022-01-30,44494.68,0,0.0
4974,0259_0976.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4975,0259_0977.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4976,0259_0978.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4977,0259_0979.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4978,0259_0980.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4979,0259_0981.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4980,0259_0982.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4981,0259_0983.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4982,0259_0984.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4983,0259_0985.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4984,0259_0986.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4985,0259_0987.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4986,0259_0988.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4987,0259_0989.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4988,0259_0990.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4989,0259_0991.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4990,0259_0992.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4991,0259_0993.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4992,0259_0994.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4993,0259_0995.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4994,0259_0996.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4995,0259_0997.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4996,0259_0998.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4997,0259_0999.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4998,0259_1000.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
4999,0259_1001.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5000,0259_1002.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5001,0259_1003.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5002,0259_1004.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5003,0259_1005.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5004,0259_1006.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5005,0259_1007.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5006,0259_1008.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5007,0259_1009.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5008,0259_1010.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5009,0259_1011.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5010,0259_1012.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5011,0259_1013.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5012,0259_1014.jpg,AA,40400.0,1010.0,2028-03-28,35185.68,0,0.0
5013,0261_1015.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5014,0261_1016.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5015,0261_1017.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5016,0261_1018.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5017,0261_1019.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5018,0261_1020.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5019,0261_1021.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5020,0261_1022.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5021,0261_1023.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5022,0261_1024.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5023,0261_1025.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5024,0261_1026.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5025,0261_1027.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5026,0261_1028.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5027,0261_1029.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5028,0261_1030.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5029,0261_1031.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5030,0261_1032.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5031,0261_1033.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5032,0261_1034.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5033,0261_1035.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5034,0261_1036.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5035,0261_1037.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5036,0261_1038.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5037,0261_1039.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5038,0261_1040.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5039,0261_1041.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5040,0261_1042.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5041,0261_1043.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5042,0261_1044.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5043,0261_1045.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5044,0261_1046.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5045,0261_1047.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5046,0261_1048.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5047,0261_1049.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5048,0261_1050.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5049,0261_1051.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5050,0261_1052.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5051,0261_1053.jpg,BB,30800.0,770.0,2022-06-12,26833.68,0,0.0
5052,0265_1054.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5053,0265_1055.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5054,0265_1056.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5055,0265_1057.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5056,0265_1058.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5057,0265_1059.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5058,0265_1060.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5059,0265_1061.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5060,0265_1062.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5061,0265_1063.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5062,0265_1064.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5063,0265_1065.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5064,0265_1066.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5065,0265_1067.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5066,0265_1068.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5067,0265_1069.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5068,0265_1070.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5069,0265_1071.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5070,0265_1072.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5071,0265_1073.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5072,0265_1074.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5073,0265_1075.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5074,0265_1076.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5075,0265_1077.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5076,0265_1078.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5077,0265_1079.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5078,0265_1080.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5079,0265_1081.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5080,0265_1082.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5081,0265_1083.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5082,0265_1084.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5083,0265_1085.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5084,0265_1086.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5085,0265_1087.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5086,0265_1088.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5087,0265_1089.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5088,0265_1090.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5089,0265_1091.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5090,0265_1092.jpg,C,38100.0,952.5,2024-03-07,33184.68,0,0.0
5091,0287_1093.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5092,0287_1094.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5093,0287_1095.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5094,0287_1096.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5095,0287_1097.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5096,0287_1098.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5097,0287_1099.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5098,0287_1100.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5099,0287_1101.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5100,0287_1102.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5101,0287_1103.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5102,0287_1104.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5103,0287_1105.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5104,0287_1106.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5105,0287_1107.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5106,0287_1108.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5107,0287_1109.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5108,0287_1110.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5109,0287_1111.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5110,0287_1112.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5111,0287_1113.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5112,0287_1114.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5113,0287_1115.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5114,0287_1116.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5115,0287_1117.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5116,0287_1118.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5117,0287_1119.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5118,0287_1120.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5119,0287_1121.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5120,0287_1122.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5121,0287_1123.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5122,0287_1124.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
5123,0287_1125.jpg,AC,51600.0,1290.0,2026-12-09,44929.68,0,0.0
